title,release_date,vote_average,runtime,genre_names,,,title,release_date,vote_average,runtime,genre_names
Cave of the Living Dead,1964-04-09,4.8,87,Horror,,,,,,,
The Demon Murder Case,1983-03-06,6.0,97,"Horror, TV Movie",,,,,,,
The Haunting of M.,1979-10-01,5.8,98,"Horror, Horror",,,,,,,
6 Athiyayam,2018-02-23,0.0,118,"Horror, Thriller",,,,,,,
Second Coming,2009-06-30,2.4,85,"Action, Drama, Horror, Thriller",,,,,,,
Nikos the Impaler,2003-03-08,2.7,101,"Comedy, Horror, Thriller",,,,,,,
The Savage Bees,1976-11-22,5.1,90,"Horror, Thriller, TV Movie",,,,,,,
Zenigata Heiji: Ghost Lord,1954-09-29,0.0,90,Horror,,,,,,,
Roald,2022-09-08,0.0,6,"Comedy, Horror",,,,,,,
I Am Bish,2009-12-17,0.0,89,"Action, Comedy, Horror",,,,,,,
The Tale of Oiwa's Ghost,1961-01-01,7.5,94,"Drama, Horror",,,,,,,
Inhumanoid,1996-07-23,6.0,87,"Horror, Science Fiction, Thriller, TV Movie",,,,,,,
Dead End,2014-10-16,3.6,95,"Horror, Thriller",,,,,,,
Misteri Sofa Lama,2017-04-22,0.0,0,"Drama, Horror",,,,,,,
Abducted by the Daleks,2005-11-01,2.7,55,"Horror, Science Fiction",,,,,,,
Tonight It's You,2016-06-24,6.6,18,Horror,,,,,,,
Frankenstein,2016-05-18,0.0,130,"Horror, Music",,,,,,,
Ame Onna,2016-06-04,0.0,35,Horror,,,,,,,
Rokuroku: The Promise of the Witch,2018-01-27,8.0,92,Horror,,,,,,,
Happy Birthday Hannah,2018-10-05,5.0,81,Horror,,,,,,,
The One 3,2016-06-30,0.0,10,"Fantasy, Horror",,,,,,,
Silk Scream,2017-07-15,4.0,94,"Comedy, Horror",,,,,,,
Kill,2011-09-13,1.5,90,"Comedy, Horror, Thriller",,,,,,,
Frankenstein Created Bikers,2016-04-02,4.5,125,"Action, Crime, Horror, Science Fiction, Thriller",,,,,,,
Night Crawlers,2009-02-07,3.5,75,"Comedy, Horror",,,,,,,
Director's Commentary: Terror Of Frankenstein,2015-05-01,0.0,92,"Drama, Horror, Mystery",,,,,,,
Skypemare,2013-10-12,8.1,8,Horror,,,,,,,
Pearlies,2016-02-25,0.0,13,Horror,,,,,,,
Harbinger,2017-02-28,4.8,84,"Fantasy, Horror, Thriller",,,,,,,
Hantu Nancy,2015-08-13,0.0,88,Horror,,,,,,,
Capitaine X,1994-01-01,5.8,13,"Action, Comedy, Horror, Science Fiction",,,,,,,
AA-,2019-03-29,3.2,0,Horror,,,,,,,
Violet,2015-03-01,0.0,45,"Horror, Thriller",,,,,,,
Blue Call,2021-05-04,3.0,80,Horror,,,,,,,
Rock 'n' Roll Frankenstein,1999-01-01,4.4,88,"Comedy, Horror, Music",,,,,,,
The Snow Woman,1968-04-20,6.2,79,"Fantasy, Horror",,,,,,,
Golden Nun,1977-01-01,0.0,0,Horror,,,,,,,
The Snake Queen,1982-10-21,0.0,82,"Fantasy, Horror",,,,,,,
3 A.M. PART 2,2014-01-13,5.4,105,"Horror, Thriller",,,,,,,
The Curse of Lizzie Borden 2: Prom Night,2008-01-01,2.3,95,Horror,,,,,,,
Goat Reborn,1993-01-01,0.0,88,Horror,,,,,,,
Senritsu Kaiki File Kowasugi! File 01 - Operation Capture the Slit-Mouthed Woman,2012-07-04,5.5,70,"Comedy, Horror, Thriller",,,,,,,
Midnight Microblog,2013-03-01,0.0,90,"Horror, Thriller",,,,,,,
The Coffin,2008-10-30,4.2,86,"Horror, Thriller",,,,,,,
Serum,2006-10-30,3.5,89,"Horror, Science Fiction",,,,,,,
N. Took the Dice,1971-01-01,6.0,76,"Drama, Horror",,,,,,,
Kazuo Umezu's Horror Theater: The Wish,2005-06-25,5.1,50,Horror,,,,,,,
Fantom Kiler 2,1999-01-01,2.2,82,"Crime, Horror",,,,,,,
El enviado,2012-01-02,0.0,20,"Drama, Horror, Thriller",,,,,,,
VargtimmenAfter a Scene by Ingmar Bergman,2010-03-18,0.0,6,Horror,,,,,,,
Strawberry Flavored Plastic,2018-01-23,4.0,107,"Crime, Drama, Horror, Thriller",,,,,,,
Shifter,2011-09-01,0.0,9,"Action, Horror",,,,,,,
Cursed Violent People,2010-08-23,0.0,114,"Comedy, Horror",,,,,,,
Paint Me a Murder,1985-03-09,0.0,75,"Horror, Thriller, TV Movie",,,,,,,
The Crawling Hand,1963-09-04,2.9,89,"Horror, Science Fiction",,,,,,,
The Yellow Wallpaper,2011-11-10,4.5,115,"Horror, Thriller",,,,,,,
Zombie Reanimation,2009-11-30,2.0,86,Horror,,,,,,,
Raving Maniacs,2005-04-12,3.3,80,Horror,,,,,,,
Catch of the Day,2014-09-12,10.0,70,"Comedy, Horror",,,,,,,
Vampire Chicks with Chainsaws,2006-06-06,0.0,82,Horror,,,,,,,
Reunion,2015-11-26,5.0,93,Horror,,,,,,,
Subferatu,2020-05-04,6.0,88,"Comedy, Horror",,,,,,,
Still Life,2007-01-01,0.0,11,"Drama, Horror",,,,,,,
Jason Village,2009-06-12,0.0,72,Horror,,,,,,,
Vampire Catholic School Girls from Hell,2001-01-01,0.0,83,Horror,,,,,,,
Resident Demon,2004-04-19,0.0,82,Horror,,,,,,,
The Brain Machine,1977-01-01,2.6,85,"Drama, Horror, Science Fiction, Thriller",,,,,,,
Creature of Comfort,1968-01-01,0.0,118,Horror,,,,,,,
The Land of College Prophets,2005-03-07,9.0,83,"Action, Comedy, Fantasy, Horror",,,,,,,
Doctor Without Scruples,1959-09-04,0.0,95,"Drama, Horror",,,,,,,
Terror Telly,2012-10-25,5.0,60,"Comedy, Horror",,,,,,,
Axing the Coffin: Death is Eternal,1969-06-11,0.0,90,"Action, Drama, Horror",,,,,,,
Midnight Werewolf,1963-05-22,0.0,0,"Fantasy, Horror",,,,,,,
Snake Lover,2002-07-09,0.0,84,"Horror, Mystery",,,,,,,
The Stoneman,2002-01-19,0.0,0,"Action, Horror, Mystery",,,,,,,
Three Tickets to Hell,1997-12-12,0.0,121,Horror,,,,,,,
Sinners and Saints,2004-07-25,0.0,87,"Action, Horror, Science Fiction",,,,,,,
Anal Paprika,1999-10-14,0.0,22,"Comedy, Horror",,,,,,,
The Embryo Hunts in Secret,1966-07-01,6.1,72,"Drama, Horror",,,,,,,
Deadly Obsession,1989-03-20,0.0,91,"Crime, Horror, Thriller",,,,,,,
Kuolema käy kuusi beessä,1993-07-16,0.0,55,"Comedy, Horror",,,,,,,
Dinner for Two,2000-01-01,4.5,82,Horror,,,,,,,
Black Magic Annihilation,1989-01-01,0.0,81,Horror,,,,,,,
Revenge of a Young Wife's Witchcraft,1978-01-01,0.0,100,"Drama, Horror",,,,,,,
The Small Woman in Grey,2017-10-01,4.0,90,Horror,,,,,,,
Photo Murders,1996-01-01,0.0,0,Horror,,,,,,,
Killer Christmas,2017-11-22,6.3,84,Horror,,,,,,,
Tulah 6/13,2022-09-08,0.0,0,Horror,,,,,,,
Cemetery Stories,2022-09-20,0.0,0,Horror,,,,,,,
The Four Skulls of Jonathan Drake,1959-11-13,5.7,70,"Horror, Mystery",,,,,,,
Night Fright,1967-11-01,2.5,75,"Horror, Science Fiction",,,,,,,
The Haunting of Sarah Hardy,1989-05-31,5.2,92,Horror,,,,,,,
Reel Zombies,2008-10-04,4.8,89,"Action, Comedy, Horror",,,,,,,
The Naked Beast,1971-03-25,6.8,85,Horror,,,,,,,
"Something, Somewhere",2022-05-12,2.0,0,"Adventure, Horror, Science Fiction",,,,,,,
"The Girl's Dead, Man",1974-01-16,2.5,90,"Adventure, Fantasy, Horror, Mystery",,,,,,,
The Haunting of Grady Farm,2020-09-25,6.5,68,Horror,,,,,,,
Phantom from Space,1953-05-15,4.6,73,"Horror, Science Fiction",,,,,,,
Jack Be Nimble,1993-09-15,5.5,95,"Horror, Thriller",,,,,,,
La promesa,2004-08-13,5.8,105,"Horror, Thriller",,,,,,,
New Terminal Hotel,2010-03-23,4.8,87,"Horror, Thriller",,,,,,,
Time to Kill,2014-03-21,3.7,71,"Action, Comedy, Horror",,,,,,,
Jackson Durai,2016-07-01,4.5,134,"Comedy, Horror",,,,,,,
King of Terrors,2022-08-14,0.0,115,"Horror, Mystery, Thriller",,,,,,,
Violence Jack: Harlem Bomber,1986-06-05,5.8,37,"Animation, Fantasy, Horror",,,,,,,
The Other Side,2014-10-25,3.0,103,"Drama, Horror, Thriller",,,,,,,
Skeletons in the Closet,2018-09-07,5.7,82,Horror,,,,,,,
Wolfwood,2020-01-08,2.0,73,"Horror, Science Fiction",,,,,,,
Snapped,2005-07-26,5.3,84,"Horror, Thriller",,,,,,,
The Worst Movie Ever!,2011-07-08,9.0,76,"Action, Comedy, Drama, Horror, Music, Science Fiction",,,,,,,
Silam,2018-12-13,7.7,80,Horror,,,,,,,
Evidence of a Haunting,2010-11-10,3.6,81,Horror,,,,,,,
The Cyclops,1957-07-28,4.5,66,"Horror, Science Fiction",,,,,,,
"Blood, Boobs and Beast",2009-02-24,5.5,75,"Documentary, Horror",,,,,,,
Picture Mommy Dead,1966-11-02,4.8,82,"Horror, Thriller",,,,,,,
Mark of the Witch,1970-09-30,5.6,84,Horror,,,,,,,
Crest of Betrayal,1994-10-22,6.4,106,"Action, Drama, Fantasy, History, Horror",,,,,,,
Hide the Monster,2016-09-13,3.3,79,Horror,,,,,,,
Mindstuck,2022-10-29,0.0,0,"Horror, Thriller",,,,,,,
All Of The Lights,2022-09-14,10.0,5,"Fantasy, Horror, Mystery",,,,,,,
Day X,2005-11-10,6.0,0,"Horror, Science Fiction",,,,,,,
Rahtree Returns,2005-03-24,6.3,101,"Comedy, Horror",,,,,,,
Succubus: The Demon,2006-08-10,7.3,85,Horror,,,,,,,
The Disappearance of Willie Bingham,2015-08-07,6.9,13,"Crime, Drama, Horror",,,,,,,
Media Studies,2017-07-10,4.0,71,"Horror, Thriller",,,,,,,
Meat Market,2000-12-06,1.5,92,"Action, Comedy, Horror",,,,,,,
Realm Of Souls,2013-09-27,3.3,118,Horror,,,,,,,
Return to Youth,1954-02-24,6.8,103,"Fantasy, Horror, Mystery, Romance",,,,,,,
Red Spring,2017-11-23,2.5,102,"Action, Horror",,,,,,,
VHS Nasty,2019-09-10,4.7,95,"Documentary, Horror",,,,,,,
Rot,2019-01-01,4.8,92,"Horror, Thriller",,,,,,,
Occult,2022-09-16,0.0,92,"Horror, Thriller",,,,,,,
Ancient Evil: Scream of the Mummy,1999-06-22,4.1,86,Horror,,,,,,,
Beyond Remedy,2009-10-12,4.6,90,"Horror, Thriller",,,,,,,
Fraternity Massacre at Hell Island,2007-01-29,3.9,80,"Comedy, Horror",,,,,,,
The Barn,2018-09-04,4.4,90,"Crime, Horror, Mystery",,,,,,,
Incubus,2002-09-01,1.9,88,Horror,,,,,,,
The Monster of Piedras Blancas,1959-04-22,5.3,71,"Horror, Science Fiction",,,,,,,
I Was a Teenage Werebear,2011-09-01,6.3,30,Horror,,,,,,,
Spirits,2014-03-22,2.4,90,Horror,,,,,,,
A Brilliant Monster,2018-06-16,3.8,90,"Horror, Thriller",,,,,,,
Ma,2019-07-07,6.7,72,"Horror, Thriller",,,,,,,
A Ghost Story for Christmas: The Mezzotint,2021-12-24,6.8,30,"Horror, TV Movie",,,,,,,
Baby Doll,2021-10-31,5.7,80,Horror,,,,,,,
Stop Dead,2022-09-16,0.0,0,Horror,,,,,,,
Zombie Planet,2004-10-19,5.7,119,"Horror, Science Fiction",,,,,,,
Cabal,2020-03-24,3.0,78,"Action, Horror",,,,,,,
Dead Country,2008-10-07,4.0,75,"Horror, Science Fiction",,,,,,,
Dream Home,2006-06-05,5.6,85,Horror,,,,,,,
4 Horror Tales: February 29,2006-07-20,5.6,90,Horror,,,,,,,
The Manipulator,1971-12-15,3.8,91,Horror,,,,,,,
Knocking on Death's Door,1999-03-01,2.7,95,"Horror, Mystery, Thriller",,,,,,,
Ximbi Xombix,2019-11-15,7.0,98,"Comedy, Fantasy, Horror",,,,,,,
The Locals,2012-02-29,0.0,0,"Comedy, Horror",,,,,,,
Woodland Grey,2021-07-08,3.7,91,"Horror, Mystery, Thriller",,,,,,,
The Killings at Outpost Zeta,1980-02-25,4.1,89,"Horror, Science Fiction, Thriller",,,,,,,
Matakot Ka sa Karma,2006-12-25,10.0,97,Horror,,,,,,,
Not Another Zombie Movie....About the Living Dead,2014-10-31,5.0,78,"Comedy, Horror",,,,,,,
"Dracula, Lord of the Damned",2011-01-01,10.0,102,Horror,,,,,,,
The Alpha Incident,1978-01-01,3.2,95,"Horror, Science Fiction",,,,,,,
Panzer Chocolate,2013-11-22,3.6,84,Horror,,,,,,,
The Poisoning,2013-12-24,3.5,84,"Drama, Horror, Thriller",,,,,,,
Happy Tree Friends Winter Break,2005-10-03,8.3,30,"Animation, Comedy, Horror, Music",,,,,,,
Those Who Deserve To Die,2020-08-18,4.5,90,Horror,,,,,,,
Penny Palabras,2018-05-19,7.0,99,"Fantasy, Horror",,,,,,,
The Wild Man,2021-08-22,6.0,95,Horror,,,,,,,
Black Sugar,2013-10-13,6.5,12,"Horror, Science Fiction",,,,,,,
The Rope Curse,2018-08-31,5.7,106,Horror,,,,,,,
Diary of a Serial Killer,2008-10-21,3.6,85,Horror,,,,,,,
4 Horror Tales: Roommates,2006-08-03,5.2,93,Horror,,,,,,,
The Blair Witch Legacy,2018-03-01,1.0,97,Horror,,,,,,,
Cânn,2022-09-16,0.0,0,"Drama, Horror, Thriller",,,,,,,
Camp Blood,2000-04-04,4.7,73,Horror,,,,,,,
Body Puzzle,1992-03-20,4.9,98,"Horror, Thriller",,,,,,,
Bizarre,1970-03-01,4.4,92,"Fantasy, Horror",,,,,,,
Goth,2003-06-10,3.8,85,Horror,,,,,,,
Arcana,2013-10-19,5.2,89,"Horror, Thriller",,,,,,,
The Coffin Footage,2016-01-10,3.3,71,"Horror, Mystery, Thriller",,,,,,,
White Girl,2019-10-06,5.3,13,Horror,,,,,,,
Naked Cannibal Campers,2020-12-12,2.0,61,Horror,,,,,,,
Goblin,1993-01-01,4.8,74,Horror,,,,,,,
The Curse of the Living Corpse,1964-05-01,5.8,84,Horror,,,,,,,
Bangkok Haunted,2001-12-21,4.4,130,Horror,,,,,,,
Choking Hazard,2004-04-15,4.5,81,"Comedy, Horror",,,,,,,
The Uh-oh Show,2009-10-14,5.2,87,"Comedy, Horror",,,,,,,
Backslasher,2012-09-01,3.3,72,Horror,,,,,,,
The Unborn,2003-05-30,5.3,108,"Horror, Mystery, Thriller",,,,,,,
The Red Man,2016-10-25,3.0,105,"Horror, Mystery",,,,,,,
Bloody Slumber Party,2014-06-02,0.0,80,"Horror, Thriller",,,,,,,
Intrusion,2020-05-08,8.0,16,"Horror, Thriller",,,,,,,
Hostile Takeover,1988-01-01,4.6,93,"Crime, Horror",,,,,,,
The Birthday,2004-12-01,5.3,100,"Comedy, Horror, Mystery",,,,,,,
Devon's Ghost: Legend of the Bloody Boy,2005-05-10,6.0,90,Horror,,,,,,,
Baby Oopsie,2021-08-06,6.6,80,"Horror, Thriller",,,,,,,
The Making of Saw,2004-01-19,6.5,36,"Documentary, Horror",,,,,,,
Mandrake,2022-03-12,0.0,85,Horror,,,,,,,
Machined Reborn,2009-01-01,3.2,80,"Horror, Thriller",,,,,,,
Oneechanbara THE MOVIE vorteX,2009-11-02,5.1,85,"Action, Horror",,,,,,,
Violent Shit 3 - Infantry of Doom,1999-03-21,3.2,79,"Action, Horror",,,,,,,
Exscind,2016-08-13,4.0,80,Horror,,,,,,,
Deal With the Devil,2018-10-31,0.0,80,Horror,,,,,,,
Deadly Species,2002-02-15,4.1,90,"Adventure, Horror",,,,,,,
The Dead and the Deadly,1982-01-01,6.2,97,"Action, Comedy, Fantasy, Horror",,,,,,,
The Living and the Dead,2007-01-02,5.5,87,"Drama, Fantasy, History, Horror, Mystery, War",,,,,,,
Haunting Me,2007-03-08,3.8,91,"Comedy, Horror",,,,,,,
Sorority House Vampires,1998-01-01,2.3,91,"Comedy, Horror",,,,,,,
Tum Mere Ho,1990-05-25,5.5,129,"Fantasy, Horror, Romance",,,,,,,
Night Fangs,2005-10-11,2.9,98,"Horror, Thriller",,,,,,,
Triclops,2016-09-12,0.0,80,"Adventure, Horror, Science Fiction",,,,,,,
Kill It and Leave This Town,2021-03-02,6.6,88,"Animation, Horror",,,,,,,
The World We Knew,2020-10-24,7.3,81,"Crime, Horror, Thriller",,,,,,,
Super Hot,2021-07-14,5.0,80,"Comedy, Horror",,,,,,,
Sons of Lilith,2022-08-25,0.0,36,Horror,,,,,,,
Flying Saucer Rock 'N' Roll,2006-03-18,3.0,85,"Adventure, Comedy, Horror, Science Fiction",,,,,,,
The Females,1970-12-22,6.3,80,"Crime, Drama, Horror",,,,,,,
"Carmilla, the Lesbian Vampire",2004-04-13,2.7,85,Horror,,,,,,,
Blood & Sex Nightmare,2008-08-05,4.8,59,Horror,,,,,,,
Crucible of Terror,1971-01-01,4.3,91,"Drama, Horror",,,,,,,
She-Wolf,1983-04-11,5.1,98,Horror,,,,,,,
Dire Wolf,2009-09-25,5.9,87,Horror,,,,,,,
Skinned Alive,2008-08-26,4.0,90,Horror,,,,,,,
The Divine Tragedies,2015-10-03,5.7,96,"Drama, Horror, Thriller",,,,,,,
Sandkings,1995-03-26,6.2,93,"Fantasy, Horror, Science Fiction",,,,,,,
Demon with the Atomic Brain,2017-10-05,3.5,76,"Horror, Science Fiction",,,,,,,
Pocong the Origin,2019-04-18,7.8,90,Horror,,,,,,,
4 Horror Tales: Hidden Floor,2006-07-27,5.6,100,Horror,,,,,,,
The Ghastly Ones,1968-09-06,4.6,81,Horror,,,,,,,
Dreamaniac,1986-01-01,3.9,82,Horror,,,,,,,
Mind Over Murder,1979-10-23,7.3,90,"Horror, Science Fiction, Thriller",,,,,,,
Oculus,2013-01-18,6.8,14,Horror,,,,,,,
Unholy,2015-10-25,5.0,85,"Horror, Thriller",,,,,,,
Qarqacha: The Demon of Incest,2002-11-09,5.0,90,Horror,,,,,,,
From Ear to Ear,1970-09-25,3.0,81,Horror,,,,,,,
Vampire Assassin,2005-08-09,2.9,90,"Action, Horror",,,,,,,
Karma,2015-10-16,6.2,91,"Drama, Horror",,,,,,,
Frozen Scream,1975-01-01,3.2,85,Horror,,,,,,,
Dorm of the Dead,2012-02-07,3.0,86,"Action, Comedy, Horror",,,,,,,
Bite School,2015-09-15,5.0,90,"Comedy, Horror",,,,,,,
Dream Hunter Rem,1985-06-10,5.7,159,"Action, Animation, Fantasy, Horror, Thriller",,,,,,,
The Specter's Road,1967-12-28,8.1,85,"Comedy, Horror, Mystery",,,,,,,
Machhli Jal Ki Rani Hai,2014-06-13,4.5,120,Horror,,,,,,,
Dementer,2019-10-10,3.5,80,Horror,,,,,,,
The Jonestown Haunting,2020-06-16,2.0,79,"Crime, Horror",,,,,,,
A Stranger Calls from Beyond the Crimson Room,2022-06-01,7.0,4,Horror,,,,,,,
Wake the Witch,2010-09-28,3.3,114,"Horror, Thriller",,,,,,,
Dark Souls,2010-06-18,4.4,95,"Horror, Thriller",,,,,,,
The Lucifer Effect,2017-05-05,7.8,0,"Documentary, Horror, Thriller",,,,,,,
CHEST,2022-03-27,7.0,95,"Crime, Horror",,,,,,,
Child of Mine,2005-11-13,5.4,0,"Horror, Thriller",,,,,,,
Dangerous Seductress,1995-01-01,4.6,95,Horror,,,,,,,
The Curse of Lizzie Borden,2006-08-29,2.2,82,Horror,,,,,,,
The Lurking Man,2018-09-16,7.3,90,"Drama, Fantasy, Horror",,,,,,,
VampFather,2022-01-04,0.0,93,"Fantasy, Horror",,,,,,,
The Jackhammer Massacre,2004-01-16,2.0,89,"Comedy, Horror",,,,,,,
Warlock Moon,1973-09-27,5.7,83,"Horror, Thriller",,,,,,,
Vampire Cop,1990-01-01,3.3,89,"Action, Horror",,,,,,,
Phantom Soldiers,1987-01-01,7.0,95,"Action, Crime, Horror, Thriller, War",,,,,,,
The Snake Girl and the Silver-Haired Witch,1968-12-14,6.5,82,"Horror, Mystery, Thriller",,,,,,,
Lizard Man,2012-01-01,5.3,81,"Horror, Science Fiction",,,,,,,
Nazi Dawn,2014-02-04,0.0,0,Horror,,,,,,,
White Sky,2021-10-19,3.5,105,"Horror, Science Fiction",,,,,,,
Famously Haunted: Amityville,2021-10-18,5.0,84,"Documentary, Horror",,,,,,,
Dead Billy,2016-10-14,5.5,127,"Drama, Horror, Mystery, Thriller",,,,,,,
Shockwave,2016-01-01,10.0,88,Horror,,,,,,,
Dead in 3 Days 2,2008-12-25,5.3,95,"Horror, Thriller",,,,,,,
Darkside Blues,1994-10-08,5.0,83,"Animation, Horror, Mystery, Science Fiction",,,,,,,
Walking Down the Place of a Skull,1992-01-01,4.7,123,"Fantasy, Horror, Mystery, Thriller",,,,,,,
The Abomination,1986-01-01,4.6,100,Horror,,,,,,,
Pig Pen,2017-06-24,5.0,85,Horror,,,,,,,
Kristen,2015-09-28,5.9,83,"Horror, Thriller",,,,,,,
Drainiac!,2000-01-01,4.2,81,Horror,,,,,,,
Cleavagefield,2009-01-01,5.0,77,"Comedy, Horror",,,,,,,
Cannibal Collector,2010-05-02,8.0,79,"Comedy, Horror",,,,,,,
The Witches of Sappho Salon,2003-07-22,1.0,77,Horror,,,,,,,
Meltdown,2014-08-16,3.0,86,"Comedy, Horror",,,,,,,
Marla Mae,2018-04-13,4.0,92,Horror,,,,,,,
The Devil's Bloody Playthings,2005-09-25,3.5,85,"Fantasy, Horror",,,,,,,
Crossfire,2000-06-10,5.4,115,"Action, Horror, Thriller",,,,,,,
Lovers Lane,1999-12-31,3.3,90,"Horror, Mystery",,,,,,,
Hole,2015-11-24,8.0,94,"Crime, Horror, Thriller",,,,,,,
The Marshes,2018-01-01,3.3,85,Horror,,,,,,,
Post Human: An Event,2017-10-17,6.5,112,"Drama, Horror, Science Fiction",,,,,,,
Walk Away,2020-02-01,2.5,91,Horror,,,,,,,
Portal,2009-01-01,3.3,91,Horror,,,,,,,
Blood for Irina,2012-12-01,2.8,70,Horror,,,,,,,
Death Nurse 2,1988-01-01,3.6,62,"Comedy, Crime, Horror",,,,,,,
Vampire Knights,1988-06-01,7.5,83,"Comedy, Horror",,,,,,,
Hot Service: A Cruel Hairdresser,2015-01-29,4.0,72,"Drama, Horror, Romance, Thriller",,,,,,,
Hellbent,1988-01-01,5.0,88,"Drama, Fantasy, Horror, Mystery",,,,,,,
Lung,2016-02-17,4.0,74,"Horror, Mystery, Thriller",,,,,,,
Empathy,2007-08-04,5.3,90,"Horror, Thriller, TV Movie",,,,,,,
Frankenstein,1993-06-13,4.7,117,"Horror, Science Fiction, TV Movie",,,,,,,
Lurkers,1988-03-01,3.6,90,"Horror, Mystery, Thriller",,,,,,,
The Deadly Triangle,1973-12-10,5.0,82,"Horror, Mystery, Thriller",,,,,,,
Nightmares in Precinct 7,2001-08-30,5.0,115,"Crime, Horror, Mystery, Thriller",,,,,,,
The Caretaker,2012-07-14,4.1,96,"Drama, Horror, Romance",,,,,,,
Morella,1997-11-11,3.0,88,"Horror, Science Fiction, Thriller",,,,,,,
The Mother  Tree,1958-07-13,4.3,48,Horror,,,,,,,
Vampires of Sorority Row,1999-03-09,5.7,82,"Comedy, Horror",,,,,,,
The Car Mechanic,2019-11-03,8.0,2,"Horror, Mystery, Thriller",,,,,,,
Razorteeth,2005-04-26,3.7,75,Horror,,,,,,,
True Gore,1987-01-01,4.3,85,"Documentary, Horror",,,,,,,
Eulogy for a Vampire,2009-10-23,5.0,107,Horror,,,,,,,
The Legend of Sayo,1982-12-17,6.3,108,Horror,,,,,,,
Paranormal Parody,2011-06-15,1.0,0,"Comedy, Horror",,,,,,,
Mermaid Isle,2020-04-13,0.0,69,Horror,,,,,,,
Blood Junkie,2010-05-20,5.5,72,"Adventure, Comedy, Horror",,,,,,,
Daylight,2011-07-17,4.8,74,"Horror, Thriller",,,,,,,
Roots Search,1986-09-10,4.0,45,"Animation, Horror, Science Fiction",,,,,,,
Revelation Trail,2014-08-26,3.0,108,"Horror, Western",,,,,,,
Invicta,2009-01-01,2.0,76,"Comedy, Horror",,,,,,,
Knifepoint,2011-07-16,6.5,83,"Crime, Horror, Thriller",,,,,,,
Day 14,2020-04-01,6.7,26,Horror,,,,,,,
The Occupant,2020-12-01,0.0,71,"Horror, Thriller",,,,,,,
Splatter Beach,2007-10-09,3.3,70,Horror,,,,,,,
Hell of a Night,2019-01-22,3.0,84,"Horror, Thriller",,,,,,,
Earth Day,2009-05-05,2.0,101,"Comedy, Horror",,,,,,,
Iced,1988-01-01,4.3,86,Horror,,,,,,,
The Spooky Family,1990-02-23,8.0,96,"Comedy, Horror",,,,,,,
Desert Shadows,2022-04-23,2.5,0,Horror,,,,,,,
Truffle,2008-08-22,6.0,72,"Comedy, Drama, Horror, Science Fiction",,,,,,,
Mr. Possessed,1988-02-15,0.0,92,"Comedy, Horror",,,,,,,
Head,2015-03-28,1.3,62,"Comedy, Horror, Horror",,,,,,,
Attack of the Demons,2019-06-17,6.7,74,"Animation, Comedy, Horror",,,,,,,
Spiral Drive,2020-10-21,6.0,63,"Comedy, Horror",,,,,,,
Wreck,2020-10-27,5.0,69,Horror,,,,,,,
Born of Earth,2011-09-13,5.3,80,"Horror, Science Fiction, Thriller",,,,,,,
Hellbride,2007-01-01,3.0,81,Horror,,,,,,,
Porkchop II: Rise of the Rind,2011-09-25,6.0,80,Horror,,,,,,,
The Eschatrilogy: Book of the Dead,2012-08-31,4.5,103,"Fantasy, Horror",,,,,,,
The Goocher,2020-06-25,1.0,86,Horror,,,,,,,
Trick or Treat!,2021-10-29,8.0,14,Horror,,,,,,,
The Fun Park,2007-10-01,3.0,87,Horror,,,,,,,
Twilight Online,2014-09-04,5.0,95,"Fantasy, Horror",,,,,,,
Sicilian Vampire,2015-11-03,4.3,124,"Crime, Drama, Horror, Thriller",,,,,,,
Crone Wood,2016-10-30,4.4,86,Horror,,,,,,,
Phoonk 2,2010-04-16,5.5,110,"Horror, Thriller",,,,,,,
The Remake,2006-09-04,3.5,69,Horror,,,,,,,
Moonnamathoral,2006-08-25,5.5,0,Horror,,,,,,,
When I Was Alive,2014-01-31,5.6,108,"Drama, Horror, Thriller",,,,,,,
Holy Hell,2015-08-27,4.3,89,"Action, Comedy, Horror",,,,,,,
15 Things You Didn't Know About Bigfoot,2019-10-25,5.9,84,"Comedy, Crime, Horror, Mystery",,,,,,,
Hunter's Cabin,2021-11-18,6.0,15,"Fantasy, Horror",,,,,,,
What Really Frightens You?,2009-06-12,2.7,74,"Horror, Mystery, Thriller",,,,,,,
Michael Myers: Absolute Evil,2016-04-25,7.3,90,Horror,,,,,,,
Fortune Cookie,2016-03-28,0.0,89,Horror,,,,,,,
The Burningmoore Incident,2010-11-04,5.0,86,"Horror, Thriller",,,,,,,
The Trees Have Eyes,2020-07-21,3.0,75,Horror,,,,,,,
Noise in the Middle,2022-02-18,0.0,91,Horror,,,,,,,
The Rising Dead,2007-08-21,3.5,96,"Horror, Science Fiction",,,,,,,
Bachelors Grove,2014-07-04,7.0,0,Horror,,,,,,,
Maggie Shayne's Embrace the Twilight,2019-11-16,0.0,139,"Fantasy, Horror, Romance",,,,,,,
Kurt Josef Wagle og legenden om Fjordheksa,2010-03-05,5.3,82,"Comedy, Horror",,,,,,,
Documenting the Grey Man,2011-01-31,2.0,73,Horror,,,,,,,
Ghost Child,2013-03-07,4.3,88,Horror,,,,,,,
Sleepless Nights,2002-01-01,6.0,90,"Drama, Horror, Romance",,,,,,,
Survival Guide,2020-02-21,3.0,80,Horror,,,,,,,
Cordelia,2022-05-22,7.0,7,"Drama, Horror, Mystery, Thriller",,,,,,,
Sorceress II: The Temptress,1997-08-02,3.3,82,"Horror, Romance, Thriller",,,,,,,
